name,time,host,summaries_0_epoch,summaries_0_humidityAvg,summaries_0_humidityHigh,summaries_0_humidityLow,summaries_0_lat,summaries_0_lon,summaries_0_metric_heatindexAvg,summaries_0_metric_heatindexHigh,summaries_0_metric_heatindexLow,summaries_0_metric_pressureMax,summaries_0_metric_pressureMin,summaries_0_metric_pressureTrend,summaries_0_metric_tempAvg,summaries_0_metric_tempHigh,summaries_0_metric_tempLow,summaries_0_qcStatus,summaries_1_epoch,summaries_1_humidityAvg,summaries_1_humidityHigh,summaries_1_humidityLow,summaries_1_lat,summaries_1_lon,summaries_1_metric_heatindexAvg,summaries_1_metric_heatindexHigh,summaries_1_metric_heatindexLow,summaries_1_metric_pressureMax,summaries_1_metric_pressureMin,summaries_1_metric_pressureTrend,summaries_1_metric_tempAvg,summaries_1_metric_tempHigh,summaries_1_metric_tempLow,summaries_1_qcStatus,summaries_2_epoch,summaries_2_humidityAvg,summaries_2_humidityHigh,summaries_2_humidityLow,summaries_2_lat,summaries_2_lon,summaries_2_metric_heatindexAvg,summaries_2_metric_heatindexHigh,summaries_2_metric_heatindexLow,summaries_2_metric_pressureMax,summaries_2_metric_pressureMin,summaries_2_metric_pressureTrend,summaries_2_metric_tempAvg,summaries_2_metric_tempHigh,summaries_2_metric_tempLow,summaries_2_qcStatus,summaries_3_epoch,summaries_3_humidityAvg,summaries_3_humidityHigh,summaries_3_humidityLow,summaries_3_lat,summaries_3_lon,summaries_3_metric_heatindexAvg,summaries_3_metric_heatindexHigh,summaries_3_metric_heatindexLow,summaries_3_metric_pressureMax,summaries_3_metric_pressureMin,summaries_3_metric_pressureTrend,summaries_3_metric_tempAvg,summaries_3_metric_tempHigh,summaries_3_metric_tempLow,summaries_3_qcStatus,summaries_4_epoch,summaries_4_humidityAvg,summaries_4_humidityHigh,summaries_4_humidityLow,summaries_4_lat,summaries_4_lon,summaries_4_metric_heatindexAvg,summaries_4_metric_heatindexHigh,summaries_4_metric_heatindexLow,summaries_4_metric_pressureMax,summaries_4_metric_pressureMin,summaries_4_metric_pressureTrend,summaries_4_metric_tempAvg,summaries_4_metric_tempHigh,summaries_4_metric_tempLow,summaries_4_qcStatus,summaries_5_epoch,summaries_5_humidityAvg,summaries_5_humidityHigh,summaries_5_humidityLow,summaries_5_lat,summaries_5_lon,summaries_5_metric_heatindexAvg,summaries_5_metric_heatindexHigh,summaries_5_metric_heatindexLow,summaries_5_metric_pressureMax,summaries_5_metric_pressureMin,summaries_5_metric_pressureTrend,summaries_5_metric_tempAvg,summaries_5_metric_tempHigh,summaries_5_metric_tempLow,summaries_5_qcStatus,summaries_6_epoch,summaries_6_humidityAvg,summaries_6_humidityHigh,summaries_6_humidityLow,summaries_6_lat,summaries_6_lon,summaries_6_metric_heatindexAvg,summaries_6_metric_heatindexHigh,summaries_6_metric_heatindexLow,summaries_6_metric_pressureMax,summaries_6_metric_pressureMin,summaries_6_metric_pressureTrend,summaries_6_metric_tempAvg,summaries_6_metric_tempHigh,summaries_6_metric_tempLow,summaries_6_qcStatus,url
wunder_seven_day,2022-02-09T04:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644378019,88,100,80,40.271915,21.779202,0,1,-1,947.84,946.64,0.21,0,1,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T05:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644381621,87,100,79,40.271915,21.779202,0,1,-1,947.84,946.64,0.15,0,1,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T06:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644385219,86,100,75,40.271915,21.779202,0,1,-1,948.24,946.64,0.21,0,1,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T07:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644388819,85,100,75,40.271915,21.779202,0,3,-1,948.84,946.64,0.25,0,3,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T08:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644392423,85,100,75,40.271915,21.779202,1,7,-1,948.84,946.64,0.23,1,7,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T09:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644396019,84,100,74,40.271915,21.779202,1,7,-1,949.14,946.64,0.22,1,7,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T10:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644398420,83,100,74,40.271915,21.779202,2,8,-1,949.14,946.64,0.2,2,8,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T11:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644403219,82,100,56,40.271915,21.779202,2,14,-1,949.24,946.64,0.18,2,14,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T12:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644406819,80,100,52,40.271915,21.779202,3,15,-1,949.24,946.64,0.12,3,15,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T13:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644410419,78,100,52,40.271915,21.779202,4,15,-1,949.24,946.64,0.08,4,15,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T14:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644414019,77,100,52,40.271915,21.779202,4,15,-1,949.24,946.64,0.09,4,15,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T15:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644417625,77,100,52,40.271915,21.779202,5,15,-1,949.24,946.64,0.12,5,15,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T16:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644421219,78,100,52,40.271915,21.779202,5,15,-1,949.24,946.64,0.11,5,15,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
wunder_seven_day,2022-02-09T17:00:00Z,ip-172-31-46-198,1643924821,88,100,59,40.271915,21.779202,3,11,0,944.04,931.65,0.52,3,11,0,-1,1644011221,82,100,42,40.271915,21.779202,1,14,-7,945.04,942.54,-0.05,1,14,-7,-1,1644097621,88,100,43,40.271915,21.779202,3,18,-5,944.04,940.64,0.06,3,18,-5,-1,1644183620,86,100,44,40.271915,21.779202,8,20,0,947.04,943.44,-0.03,8,20,0,-1,1644270023,97,100,73,40.271915,21.779202,6,11,0,943.14,928.86,-0.55,6,11,0,-1,1644356418,88,100,62,40.271915,21.779202,1,7,-1,946.24,930.35,0.67,1,7,-1,-1,1644424819,79,100,52,40.271915,21.779202,5,15,-1,949.24,946.64,0.14,5,15,-1,-1,https://api.weather.com/v2/pws/dailysummary/7day?stationId=IKOZANI4&format=json&units=m&apiKey=dc55ef93d18648d295ef93d186c8d2f5
