name,time,ApparentTemperature_Imperial_UnitType,ApparentTemperature_Imperial_Value,ApparentTemperature_Metric_UnitType,ApparentTemperature_Metric_Value,Ceiling_Imperial_UnitType,Ceiling_Imperial_Value,Ceiling_Metric_UnitType,Ceiling_Metric_Value,CloudCover,DewPoint_Imperial_UnitType,DewPoint_Imperial_Value,DewPoint_Metric_UnitType,DewPoint_Metric_Value,EpochTime,IndoorRelativeHumidity,Past24HourTemperatureDeparture_Imperial_UnitType,Past24HourTemperatureDeparture_Imperial_Value,Past24HourTemperatureDeparture_Metric_UnitType,Past24HourTemperatureDeparture_Metric_Value,Precip1hr_Imperial_UnitType,Precip1hr_Imperial_Value,Precip1hr_Metric_UnitType,Precip1hr_Metric_Value,PrecipitationSummary_Past12Hours_Imperial_UnitType,PrecipitationSummary_Past12Hours_Imperial_Value,PrecipitationSummary_Past12Hours_Metric_UnitType,PrecipitationSummary_Past12Hours_Metric_Value,PrecipitationSummary_Past18Hours_Imperial_UnitType,PrecipitationSummary_Past18Hours_Imperial_Value,PrecipitationSummary_Past18Hours_Metric_UnitType,PrecipitationSummary_Past18Hours_Metric_Value,PrecipitationSummary_Past24Hours_Imperial_UnitType,PrecipitationSummary_Past24Hours_Imperial_Value,PrecipitationSummary_Past24Hours_Metric_UnitType,PrecipitationSummary_Past24Hours_Metric_Value,PrecipitationSummary_Past3Hours_Imperial_UnitType,PrecipitationSummary_Past3Hours_Imperial_Value,PrecipitationSummary_Past3Hours_Metric_UnitType,PrecipitationSummary_Past3Hours_Metric_Value,PrecipitationSummary_Past6Hours_Imperial_UnitType,PrecipitationSummary_Past6Hours_Imperial_Value,PrecipitationSummary_Past6Hours_Metric_UnitType,PrecipitationSummary_Past6Hours_Metric_Value,PrecipitationSummary_Past9Hours_Imperial_UnitType,PrecipitationSummary_Past9Hours_Imperial_Value,PrecipitationSummary_Past9Hours_Metric_UnitType,PrecipitationSummary_Past9Hours_Metric_Value,PrecipitationSummary_PastHour_Imperial_UnitType,PrecipitationSummary_PastHour_Imperial_Value,PrecipitationSummary_PastHour_Metric_UnitType,PrecipitationSummary_PastHour_Metric_Value,PrecipitationSummary_Precipitation_Imperial_UnitType,PrecipitationSummary_Precipitation_Imperial_Value,PrecipitationSummary_Precipitation_Metric_UnitType,PrecipitationSummary_Precipitation_Metric_Value,Pressure_Imperial_UnitType,Pressure_Imperial_Value,Pressure_Metric_UnitType,Pressure_Metric_Value,RealFeelTemperatureShade_Imperial_UnitType,RealFeelTemperatureShade_Imperial_Value,RealFeelTemperatureShade_Metric_UnitType,RealFeelTemperatureShade_Metric_Value,RealFeelTemperature_Imperial_UnitType,RealFeelTemperature_Imperial_Value,RealFeelTemperature_Metric_UnitType,RealFeelTemperature_Metric_Value,RelativeHumidity,TemperatureSummary_Past12HourRange_Maximum_Imperial_UnitType,TemperatureSummary_Past12HourRange_Maximum_Imperial_Value,TemperatureSummary_Past12HourRange_Maximum_Metric_UnitType,TemperatureSummary_Past12HourRange_Maximum_Metric_Value,TemperatureSummary_Past12HourRange_Minimum_Imperial_UnitType,TemperatureSummary_Past12HourRange_Minimum_Imperial_Value,TemperatureSummary_Past12HourRange_Minimum_Metric_UnitType,TemperatureSummary_Past12HourRange_Minimum_Metric_Value,TemperatureSummary_Past24HourRange_Maximum_Imperial_UnitType,TemperatureSummary_Past24HourRange_Maximum_Imperial_Value,TemperatureSummary_Past24HourRange_Maximum_Metric_UnitType,TemperatureSummary_Past24HourRange_Maximum_Metric_Value,TemperatureSummary_Past24HourRange_Minimum_Imperial_UnitType,TemperatureSummary_Past24HourRange_Minimum_Imperial_Value,TemperatureSummary_Past24HourRange_Minimum_Metric_UnitType,TemperatureSummary_Past24HourRange_Minimum_Metric_Value,TemperatureSummary_Past6HourRange_Maximum_Imperial_UnitType,TemperatureSummary_Past6HourRange_Maximum_Imperial_Value,TemperatureSummary_Past6HourRange_Maximum_Metric_UnitType,TemperatureSummary_Past6HourRange_Maximum_Metric_Value,TemperatureSummary_Past6HourRange_Minimum_Imperial_UnitType,TemperatureSummary_Past6HourRange_Minimum_Imperial_Value,TemperatureSummary_Past6HourRange_Minimum_Metric_UnitType,TemperatureSummary_Past6HourRange_Minimum_Metric_Value,Temperature_Imperial_UnitType,Temperature_Imperial_Value,Temperature_Metric_UnitType,Temperature_Metric_Value,UVIndex,Visibility_Imperial_UnitType,Visibility_Imperial_Value,Visibility_Metric_UnitType,Visibility_Metric_Value,WeatherIcon,WetBulbTemperature_Imperial_UnitType,WetBulbTemperature_Imperial_Value,WetBulbTemperature_Metric_UnitType,WetBulbTemperature_Metric_Value,WindChillTemperature_Imperial_UnitType,WindChillTemperature_Imperial_Value,WindChillTemperature_Metric_UnitType,WindChillTemperature_Metric_Value,WindGust_Speed_Imperial_UnitType,WindGust_Speed_Imperial_Value,WindGust_Speed_Metric_UnitType,WindGust_Speed_Metric_Value,Wind_Direction_Degrees,Wind_Speed_Imperial_UnitType,Wind_Speed_Imperial_Value,Wind_Speed_Metric_UnitType,Wind_Speed_Metric_Value,host,url
accu_current,2022-01-19T11:00:00Z,18,36,17,2.2,0,33500,5,10211,0,18,12,17,-11.1,1642589820,25,18,-3,17,-1.7,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.45,14,1031,18,25,17,-3.8,18,29,17,-1.7,37,18,36,17,2.2,18,26,17,-3.5,18,41,17,5,18,26,17,-3.5,18,36,17,2.2,18,26,17,-3.5,18,36,17,2.2,2,2,10,6,16.1,1,18,29,17,-1.9,18,27,17,-2.8,9,12.7,7,20.4,23,9,12.7,7,20.4,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T12:00:00Z,18,39,17,3.9,0,33300,5,10150,0,18,12,17,-11.1,1642593420,25,18,-2,17,-1.1,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.42,14,1030,18,32,17,0,18,36,17,2.2,32,18,39,17,3.9,18,26,17,-3.5,18,41,17,5,18,26,17,-3.5,18,39,17,3.9,18,26,17,-3.2,18,39,17,3.9,2,2,10,6,16.1,1,18,30,17,-0.9,18,33,17,0.6,9,9.2,7,14.8,0,9,9.2,7,14.8,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T13:00:00Z,18,39,17,3.9,0,33400,5,10180,11,18,10,17,-12.2,1642597020,24,18,-2,17,-1.1,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.39,14,1029,18,35,17,1.4,18,38,17,3.6,30,18,39,17,4.1,18,26,17,-3.5,18,41,17,5,18,26,17,-3.5,18,39,17,4.1,18,26,17,-3.2,18,39,17,3.9,2,2,10,6,16.1,2,18,30,17,-1.1,18,34,17,1.1,9,6.9,7,11.1,23,9,6.9,7,11.1,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T14:00:00Z,18,39,17,3.9,0,33300,5,10150,11,18,10,17,-12.2,1642600620,24,18,-4,17,-2.2,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.39,14,1029,18,38,17,3.3,18,41,17,5.2,30,18,40,17,4.4,18,26,17,-3.5,18,41,17,4.9,18,26,17,-3.5,18,40,17,4.4,18,29,17,-1.5,18,39,17,3.9,1,2,10,6,16.1,2,18,30,17,-1.1,18,35,17,1.7,9,4.6,7,7.4,23,9,4.6,7,7.4,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T15:00:01Z,18,41,17,5,0,33400,5,10180,10,18,10,17,-12.2,1642604220,24,18,0,17,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.36,14,1028,18,43,17,6.2,18,43,17,6.2,28,18,41,17,5,18,26,17,-3.5,18,41,17,5,18,26,17,-3.5,18,41,17,5,18,30,17,-1,18,41,17,5,1,2,10,6,16.1,1,18,31,17,-0.4,18,39,17,3.9,9,3.5,7,5.6,0,9,3.5,7,5.6,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T16:00:00Z,18,37,17,2.8,0,33300,5,10150,0,18,10,17,-12.2,1642607820,24,18,-2,17,-1.1,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.36,14,1028,18,40,17,4.6,18,40,17,4.6,32,18,41,17,4.8,18,26,17,-3.5,18,41,17,4.8,18,26,17,-3.5,18,41,17,4.8,18,31,17,-0.4,18,37,17,2.8,0,2,10,6,16.1,33,18,29,17,-1.8,18,37,17,2.8,9,1.2,7,1.9,0,9,1.2,7,1.9,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T17:00:00Z,18,30,17,-1.1,0,33400,5,10180,10,18,10,17,-12.2,1642611420,24,18,-6,17,-3.3,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.36,14,1028,18,32,17,0.1,18,32,17,0.1,43,18,41,17,4.8,18,26,17,-3.5,18,41,17,4.8,18,26,17,-3.5,18,41,17,4.8,18,30,17,-1.1,18,30,17,-1.1,0,2,10,6,16.1,33,18,24,17,-4.3,18,30,17,-1.1,9,2.3,7,3.7,0,9,2.3,7,3.7,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T18:00:00Z,18,28,17,-2.2,0,33300,5,10150,11,18,12,17,-11.1,1642615020,25,18,-6,17,-3.3,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.36,14,1028,18,24,17,-4.2,18,24,17,-4.2,50,18,41,17,4.8,18,28,17,-2.2,18,41,17,4.8,18,26,17,-3.5,18,41,17,4.8,18,28,17,-2.2,18,28,17,-2.2,0,2,10,6,16.1,34,18,23,17,-4.8,18,21,17,-6.1,9,5.8,7,9.3,0,9,5.8,7,9.3,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T19:00:00Z,18,30,17,-1.1,0,33400,5,10180,10,18,10,17,-12.2,1642618620,24,18,-4,17,-2.2,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.36,14,1028,18,26,17,-3.1,18,26,17,-3.1,43,18,41,17,4.8,18,28,17,-2,18,43,17,6,18,26,17,-3.5,18,41,17,4.8,18,30,17,-1.4,18,30,17,-1.1,0,2,10,6,16.1,33,18,24,17,-4.3,18,24,17,-4.4,9,5.8,7,9.3,338,9,5.8,7,9.3,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T20:00:01Z,18,27,17,-2.8,0,33300,5,10150,0,18,12,17,-11.1,1642622220,25,18,-3,17,-1.7,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.36,14,1028,18,26,17,-3.5,18,26,17,-3.5,54,18,41,17,4.8,18,27,17,-2.8,18,41,17,4.8,18,26,17,-3.5,18,41,17,4.8,18,27,17,-2.8,18,27,17,-2.8,0,2,10,6,16.1,33,18,23,17,-5.1,18,21,17,-6.1,9,4.6,7,7.4,0,9,4.6,7,7.4,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
accu_current,2022-01-19T21:00:00Z,18,27,17,-2.8,0,33400,5,10180,11,18,12,17,-11.1,1642625820,25,18,-1,17,-0.6,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,1,0,3,0,12,30.36,14,1028,18,26,17,-3.5,18,26,17,-3.5,54,18,41,17,4.8,18,27,17,-2.8,18,41,17,4.8,18,26,17,-3.5,18,41,17,4.8,18,27,17,-2.8,18,27,17,-2.8,0,2,10,6,16.1,34,18,23,17,-5.1,18,21,17,-6.1,9,4.6,7,7.4,0,9,4.6,7,7.4,ip-172-31-46-198,http://dataservice.accuweather.com/currentconditions/v1/184896?apikey=DjnEukvogGxb4BFLVoZWZ0ztAGkYKLu9&details=true
